message,IsSpam,url_count,email_count,phone_count,len
it will stop on itself. i however suggest she stays with someone that will be able to give ors for every stool.,0,0,0,0,111
how are you doing? hope you've settled in for the new school year. just wishin you a gr8 day,0,0,0,0,92
gud mrng dear hav a nice day,0,0,0,0,28
did u got that persons story,0,0,0,0,28
is your hamster dead? hey so tmr i meet you at 1pm orchard mrt? ,0,0,0,0,64
hi its kate how is your evening? i hope i can see you tomorrow for a bit but i have to bloody babyjontet! txt back if u can. :) xxx,0,0,0,0,131
"found it, enc  &lt;#&gt; , where you at?",0,0,0,0,40
i sent you  &lt;#&gt;  bucks,0,0,0,0,28
hello darlin ive finished college now so txt me when u finish if u can love kate xxx,0,0,0,0,84
your account has been refilled successfully by inr  &lt;decimal&gt; . your keralacircle prepaid account balance is rs  &lt;decimal&gt; . your transaction id is kr &lt;#&gt; .,0,0,0,0,174
goodmorning sleeping ga.,0,0,0,0,24
u call me alter at 11 ok.,0,0,0,0,25
ìï say until like dat i dun buy ericsson oso cannot oredi lar...,0,0,0,0,64
"as i entered my cabin my pa said, '' happy b'day boss !!''. i felt special. she askd me 4 lunch. after lunch she invited me to her apartment. we went there.",0,0,0,0,156
"aight yo, dats straight dogg",0,0,0,0,28
you please give us connection today itself before  &lt;decimal&gt;  or refund the bill,0,0,0,0,86
both :) i shoot big loads so get ready!,0,0,0,0,39
"what's up bruv, hope you had a great break. do have a rewarding semester.",0,0,0,0,73
home so we can always chat,0,0,0,0,26
k:)k:)good:)study well.,0,0,0,0,23
yup... how ì_ noe leh...,0,0,0,0,24
sounds great! are you home now?,0,0,0,0,31
finally the match heading towards draw as your prediction.,0,0,0,0,58
tired. i haven't slept well the past few nights.,0,0,0,0,48
easy ah?sen got selected means its good..,0,0,0,0,41
i have to take exam with march 3,0,0,0,0,32
yeah you should. i think you can use your gt atm now to register. not sure but if there's anyway i can help let me know. but when you do be sure you are ready.,0,0,0,0,159
ok no prob. take ur time.,0,0,0,0,25
there is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,0,0,0,0,161
"sorry, i'll call later",0,0,0,0,22
u say leh... of course nothing happen lar. not say v romantic jus a bit only lor. i thk e nite scenery not so nice leh.,0,0,0,0,119
"500 new mobiles from 2004, must go! txt: nokia to no: 89545 & collect yours today!from only å£1 www.4-tc.biz 2optout1.50gbp/mtmsg18",1,0,0,1,131
would really appreciate if you call me. just need someone to talk to.,0,0,0,0,69
"will u meet ur dream partner soon? is ur career off 2 a flyng start? 2 find out free, txt horo followed by ur star sign, e. g. horo aries",1,0,0,0,137
hey company elama po mudyadhu.,0,0,0,0,30
"life is more strict than teacher... bcoz teacher teaches lesson &amp; then conducts exam, but life first conducts exam &amp; then teaches lessons. happy morning. . .",0,0,0,0,165
dear good morning now only i am up,0,0,0,0,34
get down in gandhipuram and walk to cross cut road. right side &lt;#&gt; street road and turn at first right.,0,0,0,0,109
dear we are going to our rubber place,0,0,0,0,37
"sorry battery died, yeah i'm here",0,0,0,0,33
yes:)here tv is always available in work place..,0,0,0,0,48
text & meet someone sexy today. u can find a date or even flirt its up to u. join 4 just 10p. reply with name & age eg sam 25. 18 -msg recd@thirtyeight pence,1,0,0,0,157
i have printed it oh. so  &lt;#&gt;  come upstairs,0,0,0,0,50
or ill be a little closer like at the bus stop on the same street,0,0,0,0,65
where are you?when wil you reach here?,0,0,0,0,38
"new theory: argument wins d situation, but loses the person. so dont argue with ur friends just.. . . . kick them &amp; say, i'm always correct.!",0,0,0,0,145
u1 have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on,1,0,0,2,121
tomarrow final hearing on my laptop case so i cant.,0,0,0,0,51
pleassssssseeeeee tel me v avent done sportsx,0,0,0,0,45
"okay. no no, just shining on. that was meant to be signing, but that sounds better.",0,0,0,0,83
"although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. thanx 4 everything dat u've done today, i'm touched...",0,0,0,0,155
u don't remember that old commercial?,0,0,0,0,37
too late. i said i have the website. i didn't i have or dont have the slippers,0,0,0,0,78
i asked you to call him now ok,0,0,0,0,30
kallis wont bat in 2nd innings.,0,0,0,0,31
it didnt work again oh. ok goodnight then. i.ll fix and have it ready by the time you wake up. you are very dearly missed have a good night sleep.,0,0,0,0,146
congratulations ur awarded 500 of cd vouchers or 125gift guaranteed & free entry 2 100 wkly draw txt music to 87066 tncs www.ldew.com1win150ppmx3age16,1,0,0,0,150
ranjith cal drpd deeraj and deepak 5min hold,0,0,0,0,44
"wen ur lovable bcums angry wid u, dnt take it seriously.. coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... have nice day da.",0,0,0,0,179
what you doing?how are you?,0,0,0,0,27
"ups which is 3days also, and the shipping company that takes 2wks. the other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",0,0,0,0,179
"i'm back, lemme know when you're ready",0,0,0,0,38
don't necessarily expect it to be done before you get back though because i'm just now headin out,0,0,0,0,97
mmm so yummy babe ... nice jolt to the suzy,0,0,0,0,43
where are you lover ? i need you ...,0,0,0,0,36
we tried to contact you re your reply to our offer of a video handset? 750 anytime networks mins? unlimited text? camcorder? reply or call now,1,0,0,1,142
iû÷m parked next to a mini!!!! when are you coming in today do you think?,0,0,0,0,74
yup,0,0,0,0,3
anyway i'm going shopping on my own now. cos my sis not done yet. dun disturb u liao.,0,0,0,0,85
my no. in luton ring me if ur around! h*,0,0,0,1,40
hey i am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,1,0,0,0,121
why you dint come with us.,0,0,0,0,26
same. wana plan a trip sometme then,0,0,0,0,35
"not sure yet, still trying to get a hold of him",0,0,0,0,47
ur ringtone service has changed! 25 free credits! go to club4mobiles.com to choose content now! stop? txt club stop to 87070. 150p/wk club4 po box1146 mk45 2wt,1,0,0,0,159
the evo. i just had to download flash. jealous?,0,0,0,0,47
ringtone club: get the uk singles chart on your mobile each week and choose any top quality ringtone! this message is free of charge.,1,0,0,0,133
"come to mu, we're sorting out our narcotics situation",0,0,0,0,53
"night has ended for another day, morning has come in a special way. may you smile like the sunny rays and leaves your worries at the blue blue bay.",0,0,0,0,147
hmv bonus special 500 pounds of genuine hmv vouchers to be won. just answer 4 easy questions. play now! send hmv to 86688 more info:www.100percent-real.com,1,0,0,0,155
"usf i guess, might as well take 1 car",0,0,0,0,37
no objection. my bf not coming.,0,0,0,0,31
thanx...,0,0,0,0,8
tell rob to mack his gf in the theater,0,0,0,0,38
"awesome, i'll see you in a bit",0,0,0,0,30
just sent it. so what type of food do you like?,0,0,0,0,47
all done? all handed in? celebrations in full swing yet?,0,0,0,0,56
you got called a tool?,0,0,0,0,22
\wen u miss someone,0,0,0,0,19
ok. i asked for money how far,0,0,0,0,29
okie...,0,0,0,0,7
"yeah i think my usual guy's still passed out from last night, if you get ahold of anybody let me know and i'll throw down",0,0,0,0,121
"k, i might come by tonight then if my class lets out early",0,0,0,0,58
ok..,0,0,0,0,4
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,0,0,0,0,148
"my life means a lot to me, not because i love my life, but because i love the people in my life, the world calls them friends, i call them my world:-).. ge:-)..",0,0,0,0,160
"dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",0,0,0,0,152
hey you told your name to gautham ah?,0,0,0,0,37
haf u found him? i feel so stupid da v cam was working.,0,0,0,0,55
oops. 4 got that bit.,0,0,0,0,21
are you this much buzy,0,0,0,0,22
i accidentally deleted the message. resend please.,0,0,0,0,50
t-mobile customer you may now claim your free camera phone upgrade & a pay & go sim card for your loyalty. call on.offer ends 28thfeb.t&c's apply,1,0,0,1,145
unless it's a situation where you go gurl would be more appropriate,0,0,0,0,67
hurt me... tease me... make me cry... but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u.. have a nice day bslvyl,0,0,0,0,153
i cant pick the phone right now. pls send a message,0,0,0,0,51
need a coffee run tomo?can't believe it's that time of week already,0,0,0,0,67
"awesome, i remember the last time we got somebody high for the first time with diesel :v",0,0,0,0,88
"shit that is really shocking and scary, cant imagine for a second. def up for night out. do u think there is somewhere i could crash for night, save on taxi?",0,0,0,0,157
oh and by the way you do have more food in your fridge! want to go out for a meal tonight? ,0,0,0,0,91
he is a womdarfull actor,0,0,0,0,24
"sms. ac blind date 4u!: rodds1 is 21/m from aberdeen, united kingdom. check him out sms. ac/w/icmb3cktz8r7!-4 no blind dates send hide",1,1,0,0,134
yup... from what i remb... i think should be can book... ,0,0,0,0,57
jos ask if u wana meet up?,0,0,0,0,26
lol yes. our friendship is hanging on a thread cause u won't buy stuff.,0,0,0,0,71
"themob> check out our newest selection of content, games, tones, gossip, babes and sport, keep your mobile fit and funky text wap to 82468",1,0,0,0,138
where are the garage keys? they aren't on the bookshelf,0,0,0,0,55
today is accept day..u accept me as? brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy,0,0,0,0,156
"think ur smart ? win å£200 this week in our weekly quiz, text play to 85222 now!t&cs winnersclub po box 84, m26 3uz. 16+. gbp1.50/week",1,0,0,0,134
he says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,0,0,0,0,119
"hi the way i was with u 2day, is the normal way&this is the real me. ur unique&i hope i know u 4 the rest of mylife. hope u find wot was lost.",0,0,0,0,142
you made my day. do have a great day too.,0,0,0,0,41
k.k:)advance happy pongal.,0,0,0,0,26
"hmmm... guess we can go 4 kb n power yoga... haha, dunno we can tahan power yoga anot... thk got lo oso, forgot liao...",0,0,0,0,119
"not really dude, have no friends i'm afraid :(",0,0,0,0,46
december only! had your mobile 11mths+? you are entitled to update to the latest colour camera mobile for free! call the mobile update co free on,1,0,0,1,145
"coffee cake, i guess...",0,0,0,0,23
"merry christmas to you too babe, i love ya *kisses*",0,0,0,0,51
hey... why dont we just go watch x men and have lunch... haha ,0,0,0,0,62
cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. pete x,0,0,0,0,107
that would be great. we'll be at the guild. could meet on bristol road or somewhere - will get in touch over weekend. our plans take flight! have a good week,0,0,0,0,157
no problem. how are you doing?,0,0,0,0,30
no calls..messages..missed calls,0,0,0,0,32
hi da:)how is the todays class?,0,0,0,0,31
"i'd say that's a good sign but, well, you know my track record at reading women",0,0,0,0,79
"cool, text me when you're parked",0,0,0,0,32
i'm reading the text i just sent you. its meant to be a joke. so read it in that light,0,0,0,0,86
k.k:)apo k.good movie.,0,0,0,0,22
maybe i could get book out tomo then return it immediately ..? or something.,0,0,0,0,76
call germany for only 1 pence per minute! call from a fixed line via access number 85. no prepayment. direct access!,1,0,0,1,116
any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. not cool at all. please do not contact me again or i will report you to your supervisor.,0,0,0,0,232
valentines day special! win over å£1000 in our quiz and take your partner on the trip of a lifetime! send go to 83600 now. 150p/msg rcvd. custcare:.,1,0,0,1,148
"ta-daaaaa! i am home babe, are you still up ?",0,0,0,0,45
cool. so how come you havent been wined and dined before?,0,0,0,0,57
just sleeping..and surfing,0,0,0,0,26
"sorry, i'll call later",0,0,0,0,22
u calling me right? call my hand phone...,0,0,0,0,41
ok that's great thanx a lot.,0,0,0,0,28
